time[s],value[g],targetTime[g],target[g]
5.9604644775390625e-06,34.0,0.0,100.0
0.0810689926147461,34.0,0.1,100.0
0.16896700859069824,36.0,0.2,100.0
0.2511320114135742,36.0,0.3,100.0
0.34094691276550293,9.0,0.4,100.0
0.4239161014556885,9.0,0.5,100.0
0.5232470035552979,1.0,0.6,100.0
0.6232631206512451,9.0,0.7,100.0
0.7231171131134033,15.0,0.8,100.0
0.8230698108673096,26.0,0.9,100.0
0.9231369495391846,26.0,1.0,100.0
1.0231168270111084,24.0,1.1,100.0
1.1236069202423096,11.0,1.2,100.0
1.2234361171722412,9.0,1.3,100.0
1.3236000537872314,9.0,1.4,100.0
1.4230568408966064,11.0,1.5,100.0
1.523118019104004,9.0,1.6,100.0
1.6227071285247803,11.0,1.7,100.0
1.7230520248413086,9.0,1.8,100.0
1.82309889793396,11.0,1.9,100.0
1.9236209392547607,5.0,2.0,100.0
2.0235049724578857,7.0,2.1,100.0
2.1231348514556885,7.0,2.2,100.0
2.2230539321899414,7.0,2.3,100.0
2.323035955429077,7.0,2.4,100.0
2.4230740070343018,9.0,2.5,100.0
2.523047924041748,9.0,2.6,100.0
2.623013973236084,9.0,2.7,100.0
2.723071813583374,13.0,2.8,100.0
2.823106050491333,24.0,2.9,100.0
2.9229049682617188,54.0,3.0,100.0
3.0230579376220703,49.0,3.1,100.0
3.123055934906006,45.0,3.2,100.0
3.22301983833313,30.0,3.3,100.0
3.3231849670410156,24.0,3.4,100.0
3.423048973083496,-4.0,3.5,100.0
3.5230069160461426,1.0,3.6,100.0
3.6230618953704834,13.0,3.7,100.0
3.723055124282837,7.0,3.8,100.0
3.8232319355010986,7.0,3.9,100.0
3.9233930110931396,26.0,4.0,100.0
4.0231568813323975,58.0,4.1,100.0
4.122962951660156,60.0,4.2,100.0
4.22324800491333,51.0,4.3,100.0
4.322129964828491,51.0,4.4,100.0
4.422954797744751,60.0,4.5,100.0
4.523029088973999,60.0,4.6,100.0
4.623035907745361,79.0,4.7,100.0
4.722946882247925,102.0,4.8,100.0
4.823045969009399,149.0,4.9,100.0
4.923021078109741,168.0,5.0,100.0
5.022991895675659,183.0,5.1,100.0
5.12296986579895,174.0,5.2,100.0
5.2230188846588135,162.0,5.3,100.0
5.32293701171875,145.0,5.4,100.0
5.423025846481323,140.0,5.5,100.0
5.523085832595825,132.0,5.6,100.0
5.6229469776153564,128.0,5.7,100.0
5.723027944564819,125.0,5.8,100.0
5.822993993759155,111.0,5.9,100.0
5.9229419231414795,87.0,6.0,100.0
6.023008108139038,75.0,6.1,100.0
6.122995138168335,66.0,6.2,100.0
6.222946882247925,56.0,6.3,100.0
