time[s],value[g],targetTime[g],target[g]
9.059906005859375e-06,30.0,0.0,100.0
0.08562707901000977,30.0,0.1,100.0
0.17626690864562988,30.0,0.2,100.0
0.2588310241699219,30.0,0.3,100.0
0.3455801010131836,32.0,0.4,100.0
0.429523229598999,32.0,0.5,100.0
0.5192630290985107,48.0,0.6,100.0
0.6110341548919678,51.0,0.7,100.0
0.7106740474700928,57.0,0.8,100.0
0.8105950355529785,59.0,0.9,100.0
0.9105651378631592,59.0,1.0,100.0
1.0105690956115723,63.0,1.1,100.0
1.11057710647583,70.0,1.2,100.0
1.2106139659881592,80.0,1.3,100.0
1.3105661869049072,80.0,1.4,100.0
1.4105541706085205,84.0,1.5,100.0
1.5105559825897217,89.0,1.6,100.0
1.6105711460113525,89.0,1.7,100.0
1.7105441093444824,93.0,1.8,100.0
1.8105781078338623,97.0,1.9,100.0
1.9105541706085205,99.0,2.0,100.0
2.01054310798645,97.0,2.1,100.0
2.110553026199341,101.0,2.2,100.0
2.21061110496521,102.0,2.3,100.0
2.3105599880218506,102.0,2.4,100.0
2.410553216934204,101.0,2.5,100.0
2.510556936264038,101.0,2.6,100.0
2.6104729175567627,102.0,2.7,100.0
2.71052622795105,102.0,2.8,100.0
2.8103981018066406,104.0,2.9,100.0
2.9105379581451416,104.0,3.0,100.0
3.009996175765991,99.0,3.1,100.0
3.110549211502075,101.0,3.2,100.0
3.2105228900909424,101.0,3.3,100.0
3.3103060722351074,101.0,3.4,100.0
3.4105541706085205,101.0,3.5,100.0
3.5106520652770996,101.0,3.6,100.0
3.6106112003326416,99.0,3.7,100.0
3.7102081775665283,99.0,3.8,100.0
3.8105180263519287,102.0,3.9,100.0
3.9105331897735596,101.0,4.0,100.0
4.010529041290283,101.0,4.1,100.0
4.1107189655303955,101.0,4.2,100.0
4.2105419635772705,101.0,4.3,100.0
4.310543060302734,99.0,4.4,100.0
4.410527944564819,102.0,4.5,100.0
4.510549068450928,101.0,4.6,100.0
4.6105430126190186,102.0,4.7,100.0
4.710504055023193,102.0,4.8,100.0
4.810528993606567,102.0,4.9,100.0
4.910531997680664,102.0,5.0,100.0
5.010519027709961,102.0,5.1,100.0
5.11053204536438,102.0,5.2,100.0
5.210593938827515,102.0,5.3,100.0
5.310424089431763,102.0,5.4,100.0
5.410623073577881,99.0,5.5,100.0
5.510495901107788,99.0,5.6,100.0
5.610590219497681,99.0,5.7,100.0
5.709820985794067,99.0,5.8,100.0
5.810558080673218,99.0,5.9,100.0
5.91048789024353,99.0,6.0,100.0
6.010530233383179,99.0,6.1,100.0
6.110534906387329,99.0,6.2,100.0
6.210592031478882,163.0,6.3,100.0
6.3105552196502686,99.0,6.4,100.0
6.410504102706909,99.0,6.5,100.0
6.510488033294678,104.0,6.6,100.0
6.610546112060547,104.0,6.7,100.0
6.710622072219849,91.0,6.8,100.0
6.810511112213135,49.0,6.9,100.0
6.91053318977356,63.0,7.0,100.0
7.010526895523071,-11.0,7.1,100.0
7.11050009727478,-30.0,7.2,100.0
7.210468053817749,-11.0,7.3,100.0
7.310535192489624,-5.0,7.4,100.0
7.410484075546265,-115.0,7.5,100.0
7.5105390548706055,30.0,7.6,100.0
7.610564947128296,99.0,7.7,100.0
7.709760904312134,89.0,7.8,100.0
7.810505151748657,114.0,7.9,100.0
7.910516977310181,38.0,8.0,100.0
8.010531187057495,-5.0,8.1,100.0
8.110584020614624,-7.0,8.2,100.0
8.210171937942505,-7.0,8.3,100.0
8.310487031936646,-7.0,8.4,100.0
8.410505056381226,36.0,8.5,100.0
8.510516881942749,27.0,8.6,100.0
8.610486030578613,10.0,8.7,100.0
8.710516214370728,6.0,8.8,100.0
8.810726881027222,44.0,8.9,100.0
8.910458087921143,-7.0,9.0,100.0
9.010637998580933,-13.0,9.1,100.0
9.110553979873657,-13.0,9.2,100.0
9.21057391166687,-13.0,9.3,100.0
9.31050419807434,-13.0,9.4,100.0
9.410640954971313,-13.0,9.5,100.0
9.51042914390564,-11.0,9.6,100.0
9.610505104064941,-5.0,9.7,100.0
9.710498094558716,17.0,9.8,100.0
9.810482025146484,19.0,9.9,100.0
9.910490036010742,40.0,10.0,100.0
10.010492086410522,85.0,10.1,100.0
10.11050295829773,78.0,10.2,100.0
10.210500001907349,78.0,10.3,100.0
10.310673952102661,78.0,10.4,100.0
10.410444021224976,80.0,10.5,100.0
10.510349988937378,80.0,10.6,100.0
10.610512971878052,80.0,10.7,100.0
10.710462093353271,85.0,10.8,100.0
10.810627222061157,89.0,10.9,100.0
10.91062617301941,97.0,11.0,100.0
11.010601997375488,99.0,11.1,100.0
11.110530138015747,106.0,11.2,100.0
11.210503101348877,104.0,11.3,100.0
11.31039023399353,104.0,11.4,100.0
11.410496950149536,102.0,11.5,100.0
11.510492086410522,102.0,11.6,100.0
11.61063003540039,102.0,11.7,101.0
11.710488080978394,106.0,11.8,102.0
11.81050992012024,106.0,11.9,103.0
11.910471200942993,108.0,12.0,104.0
12.010495901107788,108.0,12.1,105.0
12.110490083694458,108.0,12.2,106.0
12.210479021072388,114.0,12.3,107.0
12.310488939285278,114.0,12.4,108.0
12.410500049591064,114.0,12.5,109.0
12.510471105575562,121.0,12.6,110.0
12.610519170761108,120.0,12.7,111.0
12.710484027862549,121.0,12.8,112.0
12.810632944107056,123.0,12.9,113.0
12.910815954208374,125.0,13.0,114.0
13.010557889938354,125.0,13.1,115.0
13.110437154769897,121.0,13.2,116.0
13.210463047027588,121.0,13.3,117.0
13.310486078262329,123.0,13.4,118.0
13.410478115081787,125.0,13.5,119.0
13.510473012924194,127.0,13.6,120.0
13.610498189926147,125.0,13.7,121.0
13.710483074188232,127.0,13.8,122.0
13.81049108505249,121.0,13.9,123.0
13.910452127456665,127.0,14.0,124.0
14.0104660987854,127.0,14.1,125.0
14.110466003417969,127.0,14.2,126.0
14.210483074188232,129.0,14.3,127.0
14.310424089431763,127.0,14.4,128.0
14.410459041595459,127.0,14.5,129.0
14.510613203048706,129.0,14.6,130.0
14.610498189926147,129.0,14.7,130.0
14.710462093353271,129.0,14.8,130.0
14.810261011123657,127.0,14.9,130.0
14.91042709350586,127.0,15.0,130.0
15.010464906692505,127.0,15.1,130.0
15.110416173934937,127.0,15.2,130.0
15.210551023483276,127.0,15.3,130.0
15.30999493598938,127.0,15.4,130.0
15.41044306755066,125.0,15.5,130.0
15.510431051254272,129.0,15.6,130.0
15.610486030578613,129.0,15.7,130.0
15.710458040237427,129.0,15.8,130.0
15.809818983078003,129.0,15.9,130.0
15.910450220108032,129.0,16.0,130.0
16.010462045669556,131.0,16.1,130.0
16.110405206680298,131.0,16.2,130.0
16.210483074188232,127.0,16.3,130.0
16.31052803993225,127.0,16.4,130.0
16.41044807434082,121.0,16.5,130.0
16.510607957839966,123.0,16.6,130.0
16.61043906211853,125.0,16.7,130.0
16.71043109893799,123.0,16.8,130.0
16.810445070266724,125.0,16.9,130.0
16.910496950149536,123.0,17.0,130.0
17.010459184646606,125.0,17.1,130.0
17.109424114227295,123.0,17.2,130.0
17.210649013519287,125.0,17.3,130.0
17.310396909713745,121.0,17.4,130.0
17.41041922569275,121.0,17.5,130.0
17.510432958602905,121.0,17.6,130.0
17.610393047332764,121.0,17.7,131.0
17.710434198379517,123.0,17.8,132.0
17.810639142990112,125.0,17.9,133.0
17.910365104675293,127.0,18.0,134.0
18.010443925857544,129.0,18.1,135.0
18.110446214675903,129.0,18.2,136.0
18.210481882095337,133.0,18.3,137.0
18.310426950454712,133.0,18.4,138.0
18.410435914993286,135.0,18.5,139.0
18.5104238986969,133.0,18.6,140.0
18.610482931137085,138.0,18.7,141.0
18.71045422554016,138.0,18.8,142.0
18.810400009155273,138.0,18.9,143.0
18.909507989883423,140.0,19.0,144.0
19.010531187057495,140.0,19.1,145.0
19.110496997833252,140.0,19.2,146.0
19.210455179214478,140.0,19.3,147.0
19.31044316291809,142.0,19.4,148.0
19.410324096679688,142.0,19.5,149.0
19.50972819328308,142.0,19.6,150.0
19.610429048538208,142.0,19.7,151.0
19.71036410331726,150.0,19.8,152.0
19.810457944869995,150.0,19.9,153.0
19.91042709350586,154.0,20.0,154.0
20.010525941848755,155.0,20.1,155.0
20.11040997505188,157.0,20.2,156.0
20.21047616004944,157.0,20.3,157.0
20.3104190826416,163.0,20.4,158.0
20.410503149032593,165.0,20.5,159.0
20.510415077209473,165.0,20.6,160.0
20.610379934310913,169.0,20.7,160.0
20.7104070186615,167.0,20.8,160.0
20.810410022735596,167.0,20.9,160.0
20.910259008407593,165.0,21.0,160.0
21.010418176651,165.0,21.1,160.0
21.110388040542603,165.0,21.2,160.0
21.209700107574463,161.0,21.3,160.0
21.310413122177124,159.0,21.4,160.0
21.410171031951904,159.0,21.5,160.0
21.51047706604004,159.0,21.6,160.0
21.610388040542603,161.0,21.7,160.0
21.710647106170654,161.0,21.8,160.0
21.81034207344055,161.0,21.9,160.0
21.910393953323364,165.0,22.0,160.0
22.0103862285614,161.0,22.1,160.0
22.110363006591797,159.0,22.2,160.0
22.210435152053833,159.0,22.3,160.0
22.310394048690796,159.0,22.4,160.0
22.410378217697144,157.0,22.5,160.0
22.51038908958435,155.0,22.6,160.0
22.610424041748047,155.0,22.7,160.0
22.710342168807983,157.0,22.8,160.0
22.810404062271118,157.0,22.9,160.0
22.910454034805298,159.0,23.0,160.0
23.01031804084778,161.0,23.1,160.0
23.11038899421692,159.0,23.2,160.0
23.21040415763855,159.0,23.3,160.0
23.31037402153015,159.0,23.4,160.0
23.410372018814087,159.0,23.5,160.0
23.510401964187622,159.0,23.6,160.0
23.61037802696228,159.0,23.7,161.0
23.7103590965271,159.0,23.8,162.0
23.810371160507202,159.0,23.9,163.0
23.91048002243042,159.0,24.0,164.0
24.01053500175476,159.0,24.1,165.0
24.110376119613647,161.0,24.2,166.0
24.210384130477905,161.0,24.3,167.0
24.310381174087524,161.0,24.4,168.0
24.410494089126587,161.0,24.5,169.0
24.510354042053223,161.0,24.6,170.0
24.610404014587402,161.0,24.7,171.0
24.710376024246216,161.0,24.8,172.0
24.810373067855835,161.0,24.9,173.0
24.910369157791138,163.0,25.0,174.0
25.010360956192017,165.0,25.1,175.0
25.110284090042114,165.0,25.2,176.0
25.210362195968628,171.0,25.3,177.0
25.310578107833862,178.0,25.4,178.0
25.410378217697144,186.0,25.5,179.0
25.51034903526306,188.0,25.6,180.0
25.609548091888428,188.0,25.7,181.0
25.710366010665894,193.0,25.8,182.0
25.810353994369507,193.0,25.9,183.0
25.910362005233765,193.0,26.0,184.0
26.010299921035767,184.0,26.1,185.0
26.110366106033325,186.0,26.2,186.0
26.21035408973694,184.0,26.3,187.0
26.310310125350952,184.0,26.4,188.0
26.41032910346985,184.0,26.5,189.0
26.509896993637085,184.0,26.6,190.0
26.610331058502197,186.0,26.7,190.0
26.7103431224823,184.0,26.8,190.0
26.810354948043823,184.0,26.9,190.0
26.91031289100647,184.0,27.0,190.0
27.010355234146118,182.0,27.1,190.0
