time[s],value[g],targetTime[g],target[g]
3.4809112548828125e-05,-2.0,0.0,100.0
0.08296489715576172,-2.0,0.1,100.0
0.1671769618988037,-2.0,0.2,100.0
0.2511310577392578,-2.0,0.3,100.0
0.3363957405090332,-2.0,0.4,100.0
0.42035889625549316,-2.0,0.5,100.0
0.5173158645629883,-2.0,0.6,100.0
0.617279052734375,-2.0,0.7,100.0
0.7173118591308594,-2.0,0.8,100.0
0.8172907829284668,-2.0,0.9,100.0
0.9172730445861816,-2.0,1.0,100.0
1.0174007415771484,-2.0,1.1,100.0
1.1172709465026855,-2.0,1.2,100.0
1.2173237800598145,0.0,1.3,100.0
1.3173017501831055,9.0,1.4,100.0
1.4173707962036133,41.0,1.5,100.0
1.5173299312591553,43.0,1.6,100.0
1.6174278259277344,74.0,1.7,100.0
1.7173478603363037,87.0,1.8,100.0
1.8173480033874512,85.0,1.9,100.0
1.91727876663208,93.0,2.0,100.0
2.0172648429870605,87.0,2.1,100.0
2.117295742034912,70.0,2.2,100.0
2.2172937393188477,62.0,2.3,100.0
2.3172459602355957,62.0,2.4,100.0
2.417306900024414,72.0,2.5,100.0
2.517011880874634,87.0,2.6,100.0
2.617236852645874,94.0,2.7,100.0
2.717268943786621,96.0,2.8,100.0
2.8172779083251953,100.0,2.9,100.0
2.9173150062561035,102.0,3.0,100.0
3.016831874847412,102.0,3.1,100.0
3.117259979248047,102.0,3.2,100.0
3.21724796295166,108.0,3.3,100.0
3.3172760009765625,96.0,3.4,100.0
3.417301893234253,134.0,3.5,100.0
3.5164809226989746,100.0,3.6,100.0
3.6172690391540527,98.0,3.7,100.0
3.7172648906707764,94.0,3.8,100.0
3.8163199424743652,64.0,3.9,100.0
3.917250871658325,72.0,4.0,100.0
4.017248868942261,79.0,4.1,100.0
4.117171764373779,72.0,4.2,100.0
4.21727991104126,77.0,4.3,100.0
4.317279815673828,136.0,4.4,100.0
4.416676044464111,149.0,4.5,100.0
4.516942024230957,142.0,4.6,100.0
4.6172308921813965,144.0,4.7,100.0
4.717167854309082,127.0,4.8,100.0
4.817256927490234,93.0,4.9,100.0
4.917237758636475,81.0,5.0,100.0
5.017669916152954,77.0,5.1,100.0
5.11726188659668,110.0,5.2,100.0
5.21671199798584,112.0,5.3,100.0
5.317196846008301,102.0,5.4,100.0
5.417327880859375,110.0,5.5,100.0
5.51724100112915,132.0,5.6,100.0
5.617149829864502,117.0,5.7,100.0
5.71721887588501,125.0,5.8,100.0
5.817224979400635,108.0,5.9,100.0
5.91723108291626,89.0,6.0,100.0
6.017215967178345,85.0,6.1,100.0
6.1172449588775635,94.0,6.2,100.0
6.217105865478516,113.0,6.3,100.0
6.317242860794067,115.0,6.4,100.0
6.417217969894409,106.0,6.5,100.0
6.516779899597168,108.0,6.6,100.0
6.617234945297241,123.0,6.7,100.0
6.716949939727783,121.0,6.8,100.0
6.817157745361328,125.0,6.9,100.0
6.917223930358887,146.0,7.0,100.0
7.017283916473389,134.0,7.1,100.0
7.1171159744262695,93.0,7.2,100.0
7.216651916503906,79.0,7.3,100.0
7.317173004150391,85.0,7.4,100.0
7.417147874832153,102.0,7.5,100.0
7.517199993133545,94.0,7.6,100.0
7.617172956466675,87.0,7.7,100.0
7.717105865478516,119.0,7.8,100.0
7.817193984985352,134.0,7.9,100.0
7.917229890823364,127.0,8.0,100.0
8.016186952590942,129.0,8.1,100.0
8.11714506149292,129.0,8.2,100.0
8.21716594696045,108.0,8.3,100.0
8.316921949386597,87.0,8.4,100.0
8.417188882827759,83.0,8.5,100.0
8.517175912857056,89.0,8.6,100.0
8.617093086242676,115.0,8.7,100.0
8.717180967330933,96.0,8.8,100.0
8.817156791687012,85.0,8.9,100.0
8.917112827301025,79.0,9.0,100.0
9.01716685295105,117.0,9.1,100.0
9.11726188659668,151.0,9.2,100.0
9.217078924179077,121.0,9.3,100.0
9.317151069641113,115.0,9.4,100.0
9.41709280014038,102.0,9.5,100.0
9.517096042633057,87.0,9.6,100.0
9.617214918136597,83.0,9.7,100.0
9.717151880264282,77.0,9.8,100.0
9.817080974578857,74.0,9.9,100.0
9.917147874832153,89.0,10.0,100.0
10.016419887542725,119.0,10.1,100.0
10.11693286895752,129.0,10.2,100.0
10.217164993286133,125.0,10.3,100.0
10.317142963409424,123.0,10.4,100.0
10.41716194152832,98.0,10.5,100.0
10.517132759094238,102.0,10.6,100.0
10.616788864135742,76.0,10.7,100.0
10.71705675125122,55.0,10.8,100.0
10.81636381149292,74.0,10.9,100.0
10.917109966278076,89.0,11.0,100.0
11.017054080963135,96.0,11.1,100.0
11.116652965545654,98.0,11.2,100.0
11.217105865478516,104.0,11.3,100.0
11.316271781921387,113.0,11.4,100.0
11.41710090637207,123.0,11.5,100.0
11.517101764678955,146.0,11.6,100.0
11.617117881774902,140.0,11.7,101.0
11.717257976531982,117.0,11.8,102.0
11.816401958465576,115.0,11.9,103.0
11.916997909545898,117.0,12.0,104.0
12.017151832580566,112.0,12.1,105.0
12.117111921310425,108.0,12.2,106.0
12.21702790260315,119.0,12.3,107.0
12.316701889038086,117.0,12.4,108.0
12.417094945907593,123.0,12.5,109.0
12.517031908035278,117.0,12.6,110.0
12.617088794708252,115.0,12.7,111.0
12.717148780822754,112.0,12.8,112.0
12.817017078399658,132.0,12.9,113.0
12.917094945907593,127.0,13.0,114.0
13.0171537399292,127.0,13.1,115.0
13.117015838623047,127.0,13.2,116.0
13.217062950134277,127.0,13.3,117.0
13.317110061645508,125.0,13.4,118.0
13.417194843292236,121.0,13.5,119.0
13.517087936401367,125.0,13.6,120.0
13.617079734802246,130.0,13.7,121.0
13.716400861740112,134.0,13.8,122.0
13.817107915878296,161.0,13.9,123.0
13.917073965072632,147.0,14.0,124.0
14.016767024993896,121.0,14.1,125.0
14.11708402633667,123.0,14.2,126.0
14.21649694442749,121.0,14.3,127.0
14.317026853561401,110.0,14.4,128.0
14.41709280014038,110.0,14.5,129.0
14.517066955566406,115.0,14.6,130.0
14.616981029510498,127.0,14.7,130.0
14.717083930969238,125.0,14.8,130.0
14.817064762115479,117.0,14.9,130.0
14.917015075683594,117.0,15.0,130.0
15.01709508895874,123.0,15.1,130.0
15.1161208152771,123.0,15.2,130.0
15.217323780059814,140.0,15.3,130.0
15.317142963409424,136.0,15.4,130.0
15.417059898376465,134.0,15.5,130.0
15.517003059387207,136.0,15.6,130.0
15.617065906524658,130.0,15.7,130.0
15.717023849487305,127.0,15.8,130.0
15.81705904006958,125.0,15.9,130.0
15.917118072509766,125.0,16.0,130.0
16.01700496673584,121.0,16.1,130.0
16.116411924362183,149.0,16.2,130.0
16.2169189453125,153.0,16.3,130.0
16.317030906677246,138.0,16.4,130.0
16.41697883605957,129.0,16.5,130.0
16.517030954360962,121.0,16.6,130.0
16.617170810699463,117.0,16.7,130.0
16.716700077056885,117.0,16.8,130.0
16.81703495979309,132.0,16.9,130.0
16.91712999343872,132.0,17.0,130.0
17.016942977905273,132.0,17.1,130.0
17.11659288406372,144.0,17.2,130.0
17.21653985977173,147.0,17.3,130.0
17.31697177886963,155.0,17.4,130.0
17.41698694229126,165.0,17.5,130.0
17.51699185371399,157.0,17.6,130.0
17.616955757141113,125.0,17.7,131.0
17.716365814208984,117.0,17.8,132.0
17.816974878311157,142.0,17.9,133.0
17.916964054107666,136.0,18.0,134.0
18.016986846923828,136.0,18.1,135.0
18.117001056671143,134.0,18.2,136.0
18.216795921325684,136.0,18.3,137.0
18.317118883132935,149.0,18.4,138.0
18.416243076324463,149.0,18.5,139.0
18.516839027404785,163.0,18.6,140.0
18.616973876953125,142.0,18.7,141.0
18.71593475341797,132.0,18.8,142.0
18.81690287590027,119.0,18.9,143.0
18.91694688796997,117.0,19.0,144.0
19.01696491241455,140.0,19.1,145.0
19.117003917694092,146.0,19.2,146.0
19.216928958892822,146.0,19.3,147.0
19.317028999328613,146.0,19.4,148.0
19.41707181930542,149.0,19.5,149.0
19.516983032226562,151.0,19.6,150.0
19.616698741912842,134.0,19.7,151.0
19.716930866241455,112.0,19.8,152.0
19.81714677810669,106.0,19.9,153.0
