time[s],value[g],targetTime[g],target[g]
7.867813110351562e-06,50.0,0.0,100.0
0.08255481719970703,50.0,0.1,100.0
0.16839194297790527,94.0,0.2,100.0
0.25147199630737305,94.0,0.3,100.0
0.3382439613342285,72.0,0.4,100.0
0.4221677780151367,72.0,0.5,100.0
0.5181107521057129,54.0,0.6,100.0
0.6180269718170166,52.0,0.7,100.0
0.718005895614624,36.0,0.8,100.0
0.817997932434082,36.0,0.9,100.0
0.9179568290710449,71.0,1.0,100.0
1.0180258750915527,68.0,1.1,100.0
1.1180369853973389,72.0,1.2,100.0
1.2179219722747803,76.0,1.3,100.0
1.318079948425293,99.0,1.4,100.0
1.4180018901824951,110.0,1.5,100.0
1.517988920211792,107.0,1.6,100.0
1.6179990768432617,109.0,1.7,100.0
1.718005895614624,117.0,1.8,100.0
1.8179879188537598,117.0,1.9,100.0
1.9179887771606445,106.0,2.0,100.0
2.0179929733276367,94.0,2.1,100.0
2.117948055267334,101.0,2.2,100.0
2.21799898147583,113.0,2.3,100.0
2.3180348873138428,113.0,2.4,100.0
2.417923927307129,102.0,2.5,100.0
2.5180559158325195,107.0,2.6,100.0
2.6181509494781494,113.0,2.7,100.0
2.7179439067840576,113.0,2.8,100.0
2.818060874938965,112.0,2.9,100.0
2.917975902557373,113.0,3.0,100.0
3.0179669857025146,124.0,3.1,100.0
3.1179869174957275,128.0,3.2,100.0
3.217972755432129,131.0,3.3,100.0
3.318026065826416,142.0,3.4,100.0
3.417983055114746,143.0,3.5,100.0
3.51798677444458,139.0,3.6,100.0
3.617922782897949,115.0,3.7,100.0
3.7179927825927734,104.0,3.8,100.0
3.8173880577087402,101.0,3.9,100.0
3.917949914932251,113.0,4.0,100.0
4.018095970153809,117.0,4.1,100.0
4.117982864379883,98.0,4.2,100.0
4.2179858684539795,76.0,4.3,100.0
4.317044973373413,80.0,4.4,100.0
4.41796875,112.0,4.5,100.0
4.517838954925537,121.0,4.6,100.0
4.617975950241089,110.0,4.7,100.0
4.717970848083496,106.0,4.8,100.0
4.8183207511901855,124.0,4.9,100.0
4.918118953704834,126.0,5.0,100.0
5.018119812011719,132.0,5.1,100.0
5.117688894271851,150.0,5.2,100.0
5.218124866485596,146.0,5.3,100.0
5.318082809448242,143.0,5.4,100.0
5.4181458950042725,142.0,5.5,100.0
5.518066883087158,142.0,5.6,100.0
5.6181488037109375,134.0,5.7,100.0
5.718053817749023,112.0,5.8,100.0
5.81801176071167,115.0,5.9,100.0
5.91806697845459,123.0,6.0,100.0
6.017934799194336,128.0,6.1,100.0
6.118040084838867,126.0,6.2,100.0
6.218010902404785,128.0,6.3,100.0
6.3177080154418945,132.0,6.4,100.0
6.418272972106934,134.0,6.5,100.0
6.517943859100342,131.0,6.6,100.0
6.61794900894165,126.0,6.7,100.0
6.717947006225586,134.0,6.8,100.0
6.818001985549927,134.0,6.9,100.0
6.917972087860107,134.0,7.0,100.0
7.017765045166016,137.0,7.1,100.0
7.117158889770508,146.0,7.2,100.0
7.2178120613098145,143.0,7.3,100.0
7.317945957183838,128.0,7.4,100.0
7.417882919311523,135.0,7.5,100.0
7.517644882202148,145.0,7.6,100.0
7.6179118156433105,142.0,7.7,100.0
7.718563079833984,137.0,7.8,100.0
7.817934989929199,137.0,7.9,100.0
7.917907953262329,139.0,8.0,100.0
8.01790475845337,145.0,8.1,100.0
8.1179518699646,156.0,8.2,100.0
8.217897891998291,156.0,8.3,100.0
8.318149089813232,153.0,8.4,100.0
8.417922973632812,156.0,8.5,100.0
8.517930030822754,156.0,8.6,100.0
8.617924928665161,157.0,8.7,100.0
8.71795392036438,161.0,8.8,100.0
8.817909955978394,157.0,8.9,100.0
8.917906761169434,153.0,9.0,100.0
9.017936944961548,151.0,9.1,100.0
9.117908000946045,151.0,9.2,100.0
9.21789288520813,154.0,9.3,100.0
9.31786298751831,154.0,9.4,100.0
9.417973041534424,156.0,9.5,100.0
9.51791000366211,164.0,9.6,100.0
9.617908000946045,175.0,9.7,100.0
9.717888832092285,183.0,9.8,100.0
9.817929983139038,198.0,9.9,100.0
9.917738914489746,198.0,10.0,100.0
10.017884969711304,192.0,10.1,100.0
10.11798095703125,189.0,10.2,100.0
10.217910766601562,180.0,10.3,100.0
10.317912101745605,173.0,10.4,100.0
10.417891025543213,170.0,10.5,100.0
10.517906904220581,154.0,10.6,100.0
10.61789083480835,137.0,10.7,100.0
10.717888832092285,139.0,10.8,100.0
10.817866802215576,143.0,10.9,100.0
10.917880058288574,154.0,11.0,100.0
11.017910957336426,151.0,11.1,100.0
11.117889881134033,150.0,11.2,100.0
11.217912912368774,148.0,11.3,100.0
11.31735897064209,153.0,11.4,100.0
